retailer_id,shopper_rtlr_loyalty_id
740,10051181
740,10051195
740,10051196
740,10051199
740,10051202
740,10051206
740,10051227
740,10051241
740,10051247
740,10051251
740,10051255
740,10051260
740,10051271
740,10051282
740,10051283
740,1005131
740,10051314
740,1005133
740,10051336
740,10051344
740,10051365
740,10051381
740,10051397
740,10051411
740,10051413
740,1005142
740,10051423
740,10051428
740,10051436
740,1005144
740,10051454
740,10051458
740,10051459
740,10051468
740,10051476
740,10051479
740,1005148
740,10051483
740,1005151
740,10051538
740,10051550
740,10051571
740,10051572
740,10051573
740,10051578
740,100515814
740,10051584
740,10051594
740,10051608
740,10051623
740,10051628
740,10051629
740,10051639
740,10051644
740,10051661
740,10051666
740,100516867
740,10051692
740,10051695
740,10051698
740,10051709
740,10051725
740,1005173
740,10051739
740,1005177
740,10051775
740,10051783
740,1005179
740,10051799
740,10051814
740,10051823
740,10051840
740,10051842
740,1005185
740,10051853
740,10051858
740,10051861
740,1005187
740,10051881
740,10051889
740,1005189
740,1005195
740,100519518
740,100519602
740,10051961
